,nb_proc,prop_proc,nb_wf
13,2.0,0.09289363678588017,16.0
12,1.0,0.046446818392940084,14.0
11,1.0,0.046446818392940084,12.0
10,1.0,0.046446818392940084,10.0
9,1.0,0.046446818392940084,9.0
8,4.0,0.18578727357176034,8.0
7,3.0,0.13934045517882027,7.0
6,6.0,0.27868091035764053,6.0
5,13.0,0.603808639108221,5.0
4,52.0,2.415234556432884,4.0
3,83.0,3.855085926614027,3.0
2,252.0,11.704598235020901,2.0
1,1695.0,78.72735717603344,1.0
0,39.0,1.8114259173246632,0.0
