,nb_proc,prop_proc,nb_wf
14,1.0,0.029886431560071723,15.0
13,1.0,0.029886431560071723,14.0
12,1.0,0.029886431560071723,13.0
11,2.0,0.059772863120143446,12.0
10,4.0,0.11954572624028689,11.0
9,6.0,0.17931858936043038,10.0
8,8.0,0.23909145248057379,9.0
7,10.0,0.2988643156007173,8.0
6,16.0,0.47818290496114757,7.0
5,35.0,1.0460251046025104,6.0
4,31.0,0.9264793783622235,5.0
3,94.0,2.809324566646742,4.0
2,143.0,4.273759713090257,3.0
1,474.0,14.166168559473999,2.0
0,2520.0,75.31380753138075,1.0
