,nb_reuse,nb_proc,prop_proc,nb_own,prop_own,nb_wf,prop_wf
0,0.0,39.0,1.8114259173246632,0.0,0.0,39.0,1.8114259173246632
1,1.0,1684.0,78.2164421737111,1763.0,81.88574082675338,1695.0,78.72735717603344
2,2.0,221.0,10.26474686483976,236.0,10.96144914073386,252.0,11.704598235020901
3,3.0,102.0,4.737575476079889,84.0,3.9015327450069672,83.0,3.855085926614027
4,4.0,59.0,2.740362285183465,39.0,1.8114259173246632,52.0,2.415234556432884
5,5.0,13.0,0.603808639108221,13.0,0.603808639108221,13.0,0.603808639108221
6,6.0,8.0,0.3715745471435207,3.0,0.13934045517882027,6.0,0.27868091035764053
7,7.0,8.0,0.3715745471435207,3.0,0.13934045517882027,3.0,0.13934045517882027
8,8.0,6.0,0.27868091035764053,4.0,0.18578727357176034,4.0,0.18578727357176034
9,9.0,5.0,0.23223409196470043,3.0,0.13934045517882027,1.0,0.046446818392940084
10,10.0,2.0,0.09289363678588017,2.0,0.09289363678588017,1.0,0.046446818392940084
11,11.0,2.0,0.09289363678588017,0.0,0.0,0.0,0.0
12,12.0,1.0,0.046446818392940084,0.0,0.0,1.0,0.046446818392940084
13,14.0,1.0,0.046446818392940084,0.0,0.0,1.0,0.046446818392940084
14,15.0,0.0,0.0,1.0,0.046446818392940084,0.0,0.0
15,16.0,2.0,0.09289363678588017,1.0,0.046446818392940084,2.0,0.09289363678588017
16,17.0,0.0,0.0,1.0,0.046446818392940084,0.0,0.0
